"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2018年5月14日","3,909.29","3,886.87","3,919.30","3,886.87","81.98K","0.94%"
"2018年5月11日","3,872.84","3,902.15","3,903.34","3,871.95","73.36K","-0.52%"
"2018年5月10日","3,893.06","3,882.84","3,894.49","3,867.31","70.67K","0.55%"
"2018年5月9日","3,871.62","3,876.13","3,878.94","3,855.74","66.71K","-0.18%"
"2018年5月8日","3,878.68","3,834.61","3,892.07","3,833.73","94.22K","1.16%"
"2018年5月7日","3,834.19","3,782.54","3,834.59","3,776.03","87.29K","1.58%"
"2018年5月4日","3,774.60","3,784.32","3,801.52","3,770.94","71.55K","-0.49%"
"2018年5月3日","3,793.00","3,756.17","3,797.53","3,732.37","93.96K","0.78%"
"2018年5月2日","3,763.65","3,769.93","3,787.30","3,744.55","83.30K","0.18%"
"2018年4月27日","3,756.88","3,771.04","3,776.98","3,714.64","89.53K","0.04%"
"2018年4月26日","3,755.49","3,823.39","3,828.71","3,744.89","87.15K","-1.91%"
"2018年4月25日","3,828.70","3,824.59","3,838.69","3,817.03","78.17K","-0.38%"
"2018年4月24日","3,843.49","3,769.88","3,854.43","3,769.88","114.22K","2.05%"
"2018年4月23日","3,766.33","3,754.69","3,787.40","3,735.18","90.36K","0.15%"
"2018年4月20日","3,760.85","3,801.21","3,815.44","3,750.10","99.28K","-1.34%"
"2018年4月19日","3,811.84","3,774.78","3,824.03","3,767.80","99.05K","1.21%"
"2018年4月18日","3,766.28","3,785.31","3,789.66","3,708.11","106.68K","0.47%"
"2018年4月17日","3,748.64","3,812.87","3,822.63","3,745.44","90.61K","-1.58%"
"2018年4月16日","3,808.86","3,862.47","3,869.16","3,789.61","99.22K","-1.61%"
"2018年4月13日","3,871.14","3,920.74","3,929.95","3,866.19","71.54K","-0.71%"
"2018年4月12日","3,898.64","3,935.67","3,937.78","3,896.18","82.70K","-1.01%"
"2018年4月11日","3,938.34","3,934.17","3,958.71","3,924.96","111.93K","0.28%"
"2018年4月10日","3,927.17","3,860.72","3,927.42","3,851.80","106.17K","1.93%"
"2018年4月9日","3,852.93","3,851.95","3,870.67","3,827.41","84.11K","-0.05%"
"2018年4月4日","3,854.86","3,873.63","3,898.61","3,852.50","88.73K","-0.20%"
"2018年4月3日","3,862.48","3,850.15","3,878.15","3,839.93","95.14K","-0.63%"
"2018年4月2日","3,886.92","3,897.01","3,937.02","3,882.89","111.24K","-0.30%"
"2018年3月30日","3,898.50","3,893.75","3,915.35","3,879.21","97.51K","0.11%"
"2018年3月29日","3,894.05","3,854.59","3,913.96","3,794.26","116.63K","1.34%"
"2018年3月28日","3,842.72","3,865.05","3,907.28","3,835.88","101.50K","-1.80%"
"2018年3月27日","3,913.27","3,927.49","3,936.78","3,881.87","113.70K","0.86%"
"2018年3月26日","3,879.89","3,862.69","3,883.90","3,829.92","115.14K","-0.64%"
"2018年3月23日","3,904.94","3,896.74","3,928.51","3,834.94","180.08K","-2.87%"
"2018年3月22日","4,020.35","4,062.07","4,072.38","4,003.72","89.10K","-1.00%"
"2018年3月21日","4,061.05","4,097.02","4,110.12","4,046.24","97.61K","-0.41%"
"2018年3月20日","4,077.70","4,045.74","4,080.19","4,040.31","80.61K","0.08%"
"2018年3月19日","4,074.25","4,054.62","4,074.52","4,033.52","81.50K","0.44%"
"2018年3月16日","4,056.42","4,096.89","4,110.05","4,055.82","84.90K","-0.97%"
"2018年3月15日","4,096.16","4,058.71","4,098.99","4,058.71","88.16K","0.56%"
"2018年3月14日","4,073.34","4,076.06","4,089.09","4,066.49","99.01K","-0.44%"
"2018年3月13日","4,091.25","4,124.33","4,130.28","4,087.56","111.77K","-0.88%"
"2018年3月12日","4,127.67","4,130.71","4,139.53","4,112.77","140.91K","0.46%"
"2018年3月9日","4,108.87","4,088.07","4,110.67","4,076.45","113.70K","0.77%"
"2018年3月8日","4,077.60","4,038.95","4,078.23","4,029.71","91.16K","1.01%"
"2018年3月7日","4,036.65","4,063.50","4,089.70","4,027.94","106.95K","-0.74%"
"2018年3月6日","4,066.56","4,034.99","4,067.55","3,998.93","138.76K","1.21%"
"2018年3月5日","4,018.10","4,021.66","4,042.83","3,995.87","87.95K","0.04%"
"2018年3月2日","4,016.46","4,014.95","4,044.42","4,006.94","96.17K","-0.81%"
"2018年3月1日","4,049.09","3,994.87","4,061.03","3,986.89","110.20K","0.63%"
"2018年2月28日","4,023.64","4,016.79","4,051.71","3,991.71","109.34K","-0.87%"
"2018年2月27日","4,058.98","4,120.87","4,120.87","4,051.81","125.93K","-1.44%"
"2018年2月26日","4,118.42","4,093.40","4,128.74","4,048.98","137.88K","1.16%"
"2018年2月23日","4,071.09","4,061.75","4,085.20","4,035.23","99.46K","0.45%"
"2018年2月22日","4,052.73","4,020.97","4,058.79","4,009.92","105.81K","2.16%"
"2018年2月14日","3,966.96","3,945.09","3,971.40","3,923.13","71.08K","0.80%"
"2018年2月13日","3,935.63","3,925.60","3,986.98","3,925.60","112.57K","1.17%"
"2018年2月12日","3,890.10","3,846.27","3,907.84","3,828.07","116.18K","1.29%"
"2018年2月9日","3,840.65","3,896.17","3,911.29","3,759.15","206.35K","-4.27%"
"2018年2月8日","4,012.05","4,022.88","4,071.67","3,974.68","159.27K","-0.95%"
"2018年2月7日","4,050.50","4,205.74","4,212.57","4,048.42","203.13K","-2.37%"
"2018年2月6日","4,148.89","4,182.33","4,211.52","4,131.56","214.91K","-2.93%"
"2018年2月5日","4,274.15","4,204.46","4,274.15","4,200.14","161.35K","0.07%"
"2018年2月2日","4,271.23","4,213.94","4,271.76","4,181.78","146.07K","0.60%"
"2018年2月1日","4,245.90","4,276.34","4,287.39","4,214.29","190.00K","-0.70%"
"2018年1月31日","4,275.90","4,234.11","4,287.86","4,232.77","145.21K","0.47%"
"2018年1月30日","4,256.10","4,286.68","4,308.51","4,251.57","139.04K","-1.07%"
"2018年1月29日","4,302.02","4,387.06","4,395.91","4,287.11","191.10K","-1.81%"
"2018年1月26日","4,381.30","4,352.22","4,403.34","4,351.49","177.23K","0.37%"
"2018年1月25日","4,365.08","4,381.98","4,392.20","4,336.24","195.38K","-0.57%"
"2018年1月24日","4,389.89","4,389.45","4,397.82","4,349.09","219.82K","0.17%"
"2018年1月23日","4,382.61","4,346.89","4,383.57","4,346.79","201.87K","1.06%"
"2018年1月22日","4,336.60","4,276.48","4,338.48","4,275.90","174.64K","1.19%"
"2018年1月19日","4,285.40","4,281.94","4,316.57","4,269.62","209.49K","0.33%"
"2018年1月18日","4,271.42","4,259.38","4,292.64","4,246.68","172.03K","0.55%"
"2018年1月17日","4,248.12","4,261.78","4,283.34","4,230.54","214.31K","-0.24%"
"2018年1月16日","4,258.47","4,215.62","4,260.21","4,213.13","161.50K","0.79%"
"2018年1月15日","4,225.24","4,229.84","4,262.93","4,216.36","170.91K","0.01%"
"2018年1月12日","4,225.00","4,205.14","4,227.39","4,199.03","111.36K","0.46%"
"2018年1月11日","4,205.59","4,197.11","4,211.80","4,181.96","121.58K","-0.05%"
"2018年1月10日","4,207.81","4,187.20","4,211.05","4,175.14","151.12K","0.44%"
"2018年1月9日","4,189.30","4,157.54","4,191.28","4,153.50","139.03K","0.70%"
"2018年1月8日","4,160.16","4,140.85","4,166.32","4,127.31","173.88K","0.52%"
"2018年1月5日","4,138.75","4,133.34","4,151.28","4,123.28","149.01K","0.24%"
"2018年1月4日","4,128.81","4,114.12","4,137.64","4,105.89","134.54K","0.42%"
"2018年1月3日","4,111.39","4,091.46","4,140.05","4,088.73","151.85K","0.59%"
"2018年1月2日","4,087.40","4,045.21","4,087.78","4,045.21","146.94K","1.40%"
"2017年12月29日","4,030.85","4,022.88","4,043.14","4,012.87","90.49K","0.30%"
"2017年12月28日","4,018.90","3,993.00","4,036.70","3,980.24","118.54K","0.69%"
"2017年12月27日","3,991.21","4,045.28","4,047.74","3,986.74","105.15K","-1.54%"
"2017年12月26日","4,053.62","4,040.62","4,056.86","4,015.30","91.12K","0.30%"
"2017年12月25日","4,041.54","4,057.42","4,086.93","4,026.45","91.93K","-0.32%"
"2017年12月22日","4,054.60","4,064.91","4,076.80","4,048.49","73.47K","-0.33%"
"2017年12月21日","4,067.85","4,023.08","4,080.78","4,014.65","96.84K","0.93%"
"2017年12月20日","4,030.49","4,036.02","4,044.85","4,015.63","90.61K","-0.12%"
"2017年12月19日","4,035.33","3,985.82","4,035.63","3,985.82","77.53K","1.26%"
"2017年12月18日","3,985.29","3,983.30","4,008.07","3,967.93","77.85K","0.11%"
"2017年12月15日","3,980.86","4,018.73","4,020.27","3,974.93","89.04K","-1.12%"
"2017年12月14日","4,026.15","4,050.90","4,057.62","4,013.85","80.77K","-0.59%"
"2017年12月13日","4,050.09","4,013.83","4,052.69","4,004.74","77.55K","0.85%"
"2017年12月12日","4,016.02","4,068.51","4,070.15","4,015.45","84.34K","-1.31%"
"2017年12月11日","4,069.50","4,006.88","4,069.50","4,005.27","97.15K","1.65%"
"2017年12月8日","4,003.38","3,962.83","4,014.14","3,955.44","89.28K","0.81%"
"2017年12月7日","3,971.06","4,003.58","4,017.95","3,955.99","90.25K","-1.11%"
"2017年12月6日","4,015.82","4,027.12","4,031.75","3,964.81","109.29K","-0.60%"
"2017年12月5日","4,040.17","4,007.94","4,045.93","4,006.54","154.09K","0.53%"
"2017年12月4日","4,018.86","3,989.05","4,032.99","3,982.32","102.65K","0.52%"
"2017年12月1日","3,998.14","4,003.56","4,027.11","3,984.38","97.39K","-0.20%"
"2017年11月30日","4,006.10","4,034.01","4,052.80","3,988.00","107.98K","-1.18%"
"2017年11月29日","4,053.75","4,061.35","4,069.24","4,004.69","124.55K","-0.05%"
"2017年11月28日","4,055.82","4,034.21","4,056.48","4,010.30","102.06K","0.14%"
"2017年11月27日","4,049.95","4,088.93","4,088.93","4,037.15","143.46K","-1.32%"
"2017年11月24日","4,104.20","4,089.47","4,116.59","4,057.49","130.86K","0.04%"
"2017年11月23日","4,102.40","4,213.38","4,214.19","4,086.90","178.15K","-2.96%"
"2017年11月22日","4,227.57","4,228.37","4,260.64","4,191.15","186.48K","0.23%"
"2017年11月21日","4,217.70","4,131.85","4,220.26","4,129.98","180.35K","1.78%"
"2017年11月20日","4,143.83","4,093.73","4,144.51","4,060.96","137.45K","0.56%"
"2017年11月17日","4,120.85","4,094.08","4,122.38","4,081.37","191.78K","0.39%"
"2017年11月16日","4,105.01","4,063.49","4,107.62","4,062.27","121.38K","0.77%"
"2017年11月15日","4,073.67","4,084.21","4,102.81","4,055.72","120.64K","-0.63%"
"2017年11月14日","4,099.35","4,129.27","4,133.55","4,086.89","143.24K","-0.70%"
"2017年11月13日","4,128.07","4,115.55","4,137.65","4,115.55","151.45K","0.39%"
"2017年11月10日","4,111.91","4,070.28","4,116.71","4,067.66","141.82K","0.88%"
"2017年11月9日","4,075.90","4,043.07","4,076.61","4,038.40","121.06K","0.69%"
"2017年11月8日","4,048.01","4,051.49","4,089.15","4,040.58","150.83K","-0.15%"
"2017年11月7日","4,054.25","4,022.40","4,064.22","4,021.36","152.12K","0.83%"
"2017年11月6日","4,020.89","3,989.18","4,021.64","3,975.41","122.08K","0.71%"
"2017年11月3日","3,992.70","3,992.35","3,999.34","3,963.03","129.40K","-0.11%"
"2017年11月2日","3,997.13","3,994.09","3,999.23","3,971.38","126.10K","0.01%"
"2017年11月1日","3,996.62","4,007.91","4,032.46","3,991.32","130.42K","-0.25%"
"2017年10月31日","4,006.72","3,995.39","4,009.28","3,983.26","109.18K","-0.07%"
"2017年10月30日","4,009.72","4,022.16","4,033.34","3,960.27","157.39K","-0.30%"
"2017年10月27日","4,021.97","3,992.55","4,024.46","3,991.35","126.67K","0.71%"
"2017年10月26日","3,993.58","3,980.05","4,013.60","3,973.55","129.90K","0.42%"
"2017年10月25日","3,976.95","3,958.17","3,978.09","3,954.00","88.21K","0.44%"
"2017年10月24日","3,959.40","3,926.23","3,959.50","3,922.03","93.06K","0.73%"
"2017年10月23日","3,930.80","3,930.89","3,936.27","3,920.66","81.49K","0.10%"
"2017年10月20日","3,926.85","3,918.53","3,928.96","3,910.20","72.98K","-0.11%"
"2017年10月19日","3,931.25","3,940.58","3,944.03","3,923.65","106.53K","-0.33%"
"2017年10月18日","3,944.16","3,914.82","3,944.41","3,914.82","100.97K","0.79%"
"2017年10月17日","3,913.07","3,910.79","3,924.61","3,900.48","82.24K","-0.01%"
"2017年10月16日","3,913.45","3,926.28","3,947.42","3,913.32","121.36K","-0.19%"
"2017年10月13日","3,921.00","3,912.97","3,927.17","3,908.89","90.14K","0.21%"
"2017年10月12日","3,912.95","3,902.02","3,917.44","3,897.55","94.34K","0.26%"
"2017年10月11日","3,902.69","3,886.82","3,913.07","3,885.50","104.42K","0.33%"
"2017年10月10日","3,889.86","3,883.00","3,900.74","3,855.47","112.53K","0.20%"
"2017年10月9日","3,882.21","3,910.11","3,918.84","3,876.03","135.54K","1.19%"
"2017年9月29日","3,836.50","3,825.20","3,852.22","3,825.20","93.31K","0.37%"
"2017年9月28日","3,822.54","3,821.59","3,827.33","3,813.75","93.54K","0.04%"
"2017年9月27日","3,821.20","3,818.96","3,832.57","3,818.81","85.66K","0.01%"
"2017年9月26日","3,820.78","3,810.33","3,821.69","3,808.38","81.87K","0.08%"
"2017年9月25日","3,817.79","3,829.22","3,835.39","3,811.12","103.95K","-0.52%"
"2017年9月22日","3,837.73","3,826.46","3,842.25","3,816.82","100.62K","-0.00%"
"2017年9月21日","3,837.82","3,843.26","3,860.80","3,837.38","111.10K","-0.12%"
"2017年9月20日","3,842.44","3,830.15","3,850.94","3,827.89","101.13K","0.27%"
"2017年9月19日","3,832.12","3,849.88","3,857.30","3,820.29","112.43K","-0.29%"
"2017年9月18日","3,843.14","3,832.96","3,862.36","3,832.96","117.93K","0.31%"
"2017年9月15日","3,831.30","3,826.14","3,843.30","3,818.52","122.43K","0.03%"
"2017年9月14日","3,829.96","3,843.57","3,854.49","3,820.09","115.36K","-0.33%"
"2017年9月13日","3,842.61","3,835.55","3,847.78","3,822.94","95.41K","0.12%"
"2017年9月12日","3,837.93","3,832.24","3,849.39","3,822.00","144.19K","0.32%"
"2017年9月11日","3,825.65","3,828.34","3,850.74","3,817.51","123.88K","-0.01%"
"2017年9月8日","3,825.99","3,830.07","3,843.02","3,813.98","106.04K","-0.10%"
"2017年9月7日","3,829.87","3,851.69","3,858.16","3,828.84","123.88K","-0.51%"
"2017年9月6日","3,849.45","3,846.75","3,858.25","3,831.38","131.40K","-0.20%"
"2017年9月5日","3,857.05","3,845.55","3,865.29","3,841.95","124.96K","0.30%"
"2017年9月4日","3,845.62","3,828.54","3,847.09","3,813.55","149.57K","0.39%"
"2017年9月1日","3,830.54","3,825.34","3,843.62","3,818.16","158.65K","0.22%"
"2017年8月31日","3,822.09","3,835.84","3,840.20","3,800.89","132.95K","-0.32%"
"2017年8月30日","3,834.30","3,834.27","3,854.71","3,827.86","141.35K","-0.01%"
"2017年8月29日","3,834.54","3,839.18","3,847.93","3,825.76","128.23K","-0.21%"
"2017年8月28日","3,842.71","3,805.66","3,866.94","3,805.66","185.58K","1.24%"
"2017年8月25日","3,795.75","3,736.29","3,795.97","3,736.29","129.94K","1.64%"
"2017年8月24日","3,734.65","3,755.89","3,765.71","3,729.09","89.95K","-0.57%"
"2017年8月23日","3,756.09","3,747.61","3,772.46","3,741.72","104.96K","0.10%"
"2017年8月22日","3,752.30","3,745.75","3,758.29","3,734.56","100.29K","0.30%"
"2017年8月21日","3,740.99","3,731.84","3,744.26","3,728.62","100.31K","0.44%"
"2017年8月18日","3,724.67","3,707.19","3,733.49","3,700.41","96.56K","0.09%"
"2017年8月17日","3,721.28","3,707.07","3,722.62","3,704.41","108.66K","0.54%"
"2017年8月16日","3,701.42","3,701.13","3,707.14","3,679.73","104.13K","-0.13%"
"2017年8月15日","3,706.06","3,695.78","3,719.29","3,692.28","106.45K","0.31%"
"2017年8月14日","3,694.68","3,651.38","3,698.37","3,651.38","115.31K","1.30%"
"2017年8月11日","3,647.35","3,687.93","3,700.49","3,645.09","150.39K","-1.85%"
"2017年8月10日","3,715.92","3,724.96","3,746.86","3,688.18","130.09K","-0.41%"
"2017年8月9日","3,731.04","3,728.03","3,739.00","3,713.57","124.68K","-0.03%"
"2017年8月8日","3,732.21","3,724.33","3,737.33","3,718.81","137.24K","0.15%"
"2017年8月7日","3,726.79","3,701.22","3,730.78","3,689.96","124.23K","0.52%"
"2017年8月4日","3,707.58","3,724.72","3,738.73","3,707.00","157.47K","-0.54%"
"2017年8月3日","3,727.83","3,755.11","3,766.35","3,718.44","146.15K","-0.88%"
"2017年8月2日","3,760.85","3,768.19","3,784.35","3,759.28","172.29K","-0.25%"
"2017年8月1日","3,770.38","3,738.74","3,770.40","3,737.10","152.55K","0.87%"
"2017年7月31日","3,737.87","3,722.43","3,746.52","3,713.66","148.43K","0.43%"
"2017年7月28日","3,721.89","3,703.49","3,725.54","3,696.78","111.41K","0.26%"
"2017年7月27日","3,712.19","3,700.86","3,716.69","3,672.50","145.00K","0.18%"
"2017年7月26日","3,705.39","3,722.88","3,738.53","3,684.18","136.33K","-0.38%"
"2017年7月25日","3,719.56","3,742.64","3,752.16","3,713.28","121.67K","-0.64%"
"2017年7月24日","3,743.47","3,724.38","3,755.19","3,719.85","134.87K","0.40%"
"2017年7月21日","3,728.60","3,738.18","3,751.69","3,722.07","117.94K","-0.51%"
"2017年7月20日","3,747.88","3,725.14","3,750.19","3,723.07","142.41K","0.49%"
"2017年7月19日","3,729.75","3,660.87","3,731.05","3,658.20","182.48K","1.71%"
